train/pde_loss,eval/R_mean,train/progress,eval/R_low,eval/sd_high,train/gls_loss,eval/D_mean,train/epoch,eval/R_high,train/theta_loss,eval/sd_mean,train/time,eval/D_low,train/callback_time,eval/ci_range,eval/sd_low,train/mse,eval/D_high,train/sol_loss
5.032870463249002,0.6159583,0.1,0.4651804678142071,31.820534169673916,842.43934674378,0.04427764,20000,0.6443421095609665,0.0024983889888972044,11.226194325997493,0.020339480733871425,0.019695940194651484,0.0010088005423545818,131.0588836669922,4.0798545349389315,0.010300035989889838,0.12678586393594612,2.035194894957534
0.021581869256647946,0.65892434,0.2,0.6455971315503121,110.80457549542189,885.1311134735148,0.024797412,40000,0.6714627861976623,0.00023734921705909073,95.17961198091507,0.02003045064210898,0.023609704338014126,0.000991735577583302,56.151893615722656,40.68751325830817,0.01117156060072598,0.02686366718262434,0.35961328725293495
0.004999788780207721,0.6531041,0.3,0.6408470809459687,110.234528593719,891.2887760040207,0.025940433,60000,0.6697818845510483,0.0001493451272835955,98.76348073296249,0.02028560786247274,0.023686598893254994,0.0009959226012230028,57.8337516784668,50.65793441608548,0.011032768202899038,0.02809213581494987,0.1849292056277393
0.005647029842948573,0.6550521,0.4,0.6414918601512909,109.8108721897006,886.0713510650625,0.02637935,80000,0.6689546212553978,0.0001447021495550871,100.8371536778907,0.0204252251863479,0.023731966456398367,0.0010056387424468931,59.014381408691406,56.71191290020943,0.011207404641015469,0.028065755777060986,0.17213724250569862
0.005493461165041669,0.66195506,0.5,0.6418516620993614,109.45783015340567,888.5193654602057,0.026969366,100000,0.6927849695086479,0.0001350412203464657,99.51982249217107,0.020388062596321227,0.023770691361278296,0.0010084784984588642,60.45412826538086,65.66357221454382,0.011057532005803786,0.029423032654449344,0.15965927703082572
0.004248813583911383,0.6647951,0.6,0.6423156753182411,109.23515073955059,871.9920574279834,0.027427712,120000,0.6931660875678063,8.418970537604764e-05,97.5818163856864,0.020523320186138554,0.023808226548135282,0.0010063977837562505,58.73416519165039,73.99970795959234,0.010781951792817534,0.029632546100765465,0.17497437415346187
0.006552473382838062,0.66462797,0.7,0.6426427826285362,109.0561181306839,857.175645501701,0.02780546,140000,0.6929262459278107,9.11327006178908e-05,97.55010369935384,0.02044036619663242,0.023862352594733238,0.0010061102867126377,58.35135269165039,81.98256865143776,0.010542953968467187,0.029928051494061948,0.1767193572670198
0.009051877476379703,0.66599274,0.8,0.6429128527641297,108.90621729195118,840.1585468872078,0.028016178,160000,0.6926596403121948,6.364635191857815e-05,97.16013079817806,0.020536844158172578,0.02393331388011575,0.0010113812208175513,58.09293746948242,86.762285977602,0.01031397699741644,0.029914748668670655,0.1957667151920486
0.007262836741306912,0.6668438,0.9,0.643159119784832,108.7798411026597,870.8930066650358,0.028188795,180000,0.6923832997679711,6.387954636011273e-05,96.91185259399936,0.020525320315361285,0.02400242127478123,0.001011144042015082,60.6554069519043,87.61285655200481,0.010625081058777896,0.02993478225544095,0.17035522206723652
0.004927178983017781,0.6673329,1.0,0.6434768468141556,108.6122129112482,880.8165228149403,0.028209668,200000,0.6921261146664619,6.023391324561089e-05,97.24179351462259,0.02047883220911027,0.024063972011208534,0.0010101114869117754,61.73099136352539,87.93474063277245,0.010813114155642666,0.02992268754169345,0.16592021790742836
